B00005LBZO,product,product_recipient,wheel,time,bike,pedal,today,condition,year,yr
B000GPLT68,product,product_recipient,race car,wheel,quality,screw,time,gift,plastic,box
B000Q9KPB4,product,display case,quality,model,box,corner,money,price,time,product_recipient
B002AKKO6S,product_recipient,string,sound,product,price,quality,tune,instrument,full size,action
B004KU83C8,product_recipient,product,set,thomas,fun,brio products,wheel,box,box cars,track
B004LH01ZW,product_recipient,product,wheel,battery pack,review,battery,lot,fun,antenna,box
B006RKH1I6,product_recipient,arm,robocar poli,show,quality,transformer,granddaughter,adult,transformation,part
B006RKBK0Q,product_recipient,arm,quality,product,show,robocar poli,amazon,leg,time,youtube
B006RKFHBY,product_recipient,robocar poli,arm,quality,product,show,korea,old son,transformer,leg
B00AM9SZWO,product_recipient,carry,bong bong,quality,bong,red bus,bongbong,top,lot,cartoon
B00APTT9SU,product_recipient,quality,time,rogi,show,lot,..,wheel,friend,sticker
B00E849LS6,product,product_recipient,wheel,price,collection,wall,star,display case,card,shipping
B00J97X2YG,window,product,fan,rubber,vehicle,air,unit,sun,temperature,difference
B00JPTG45C,tool,wheel,pinewood derby,product,nail,derby car,work,side,product_recipient,price
B00KFBS5QA,product,product_recipient,seller,price,great,customer,customer service,door,wheel,shipping
B00KS6ADQW,product,paint,awesome,collection,product_recipient,addition,detail,box,amazon,pre-order
B00S4RM1XK,product_recipient,cute,color,eye,beanie boos,super,product,super cute,beanie boo,baby
B00TSV67XG,easy,product,sturdy,quality,perfect,product_recipient,great,time,birthday party,super
B00TWG57CY,product_recipient,product,door,quality,bruder,other bruder,price,play,bruder trucks,one
B00V8LIPFW,product_recipient,product,door,bruder,quality,price,other bruder,lot,awesome,light
B0155MEP1C,product,product_recipient,price,fun,speed,remote control,wheel,quality,review,rc
B0155MVMFO,product,product_recipient,controller,plastic,wheel,rc car,speed,fun,price,time
B015SKSQUW,product_recipient,product,skin,job,scar tattoos,zombie,look,way,day,sheet
B0162HF12Q,product,product_recipient,part,battery,fun,rc car,seller,wheel,money,time
B016YXI7YC,product,battery,review,motor,controller,video,quad,nothing,great,wind
B017AYXV9U,product_recipient,truck,product,fun,time,price,part,body,rc truck,great
B018VW1X4U,product_recipient,product,door,great,seller,quality,box,battery,price,old son
B01B55BPDY,product_recipient,k'nex,product,fun,motor,race car,piece,instruction,lego,race
B01CA4R218,product_recipient,product,quality,door,box,price,piece,noise,thank,engine
B01CWSRW62,product_recipient,product,battery,christmas,fun,great,wa,money,european plug,wire
