asin,aspect,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy
B00005LBZO,product,0.0847457627118644,0.01694915254237288,0.1016949152542373,0.11864406779661017,0.06779661016949153,0.3559322033898305,0.0847457627118644,0.03389830508474576,0.0,0.13559322033898305
B00005LBZO,product_recipient,0.0297029702970297,0.04950495049504951,0.12871287128712872,0.12871287128712872,0.06930693069306931,0.26732673267326734,0.10891089108910891,0.04950495049504951,0.0297029702970297,0.13861386138613863
B00005LBZO,year,0.019230769230769232,0.019230769230769232,0.15384615384615385,0.1346153846153846,0.09615384615384616,0.25,0.11538461538461539,0.019230769230769232,0.019230769230769232,0.17307692307692307
B00005LBZO,time,0.0,0.038461538461538464,0.4230769230769231,0.038461538461538464,0.07692307692307693,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.0,0.11538461538461539
B00005LBZO,highly,0.0,0.0,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.3888888888888889,0.05555555555555555,0.0,0.0,0.2222222222222222
B00005LBZO,condition,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
B00005LBZO,pedal,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
B00005LBZO,fun,0.047619047619047616,0.0,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.23809523809523808
B00005LBZO,bike,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0
B00005LBZO,everyone,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
B000GPLT68,product,0.058823529411764705,0.051470588235294115,0.1213235294117647,0.14338235294117646,0.058823529411764705,0.28308823529411764,0.05514705882352941,0.051470588235294115,0.03308823529411765,0.14338235294117646
B000GPLT68,product_recipient,0.04132231404958678,0.049586776859504134,0.19008264462809918,0.0743801652892562,0.06611570247933884,0.2727272727272727,0.08264462809917356,0.024793388429752067,0.008264462809917356,0.19008264462809918
B000GPLT68,love,0.0,0.0,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.3673469387755102,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.3469387755102041
B000GPLT68,easy,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.0,0.23529411764705882
B000GPLT68,great,0.04,0.04,0.08,0.16,0.0,0.32,0.08,0.08,0.0,0.2
B000GPLT68,quality,0.0,0.0,0.22580645161290322,0.16129032258064516,0.06451612903225806,0.3225806451612903,0.0,0.0,0.0,0.22580645161290322
B000GPLT68,gift,0.03125,0.0,0.21875,0.03125,0.171875,0.265625,0.03125,0.03125,0.0,0.21875
B000GPLT68,time,0.04225352112676056,0.028169014084507043,0.38028169014084506,0.04225352112676056,0.08450704225352113,0.16901408450704225,0.07042253521126761,0.028169014084507043,0.028169014084507043,0.1267605633802817
B000GPLT68,wheel,0.0625,0.046875,0.109375,0.09375,0.0625,0.25,0.140625,0.046875,0.0625,0.125
B000GPLT68,race car,0.05555555555555555,0.0,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.0,0.0,0.2222222222222222
B000Q9KPB4,product,0.1037344398340249,0.03734439834024896,0.08713692946058091,0.11203319502074689,0.03319502074688797,0.21991701244813278,0.1825726141078838,0.1078838174273859,0.024896265560165973,0.0912863070539419
B000Q9KPB4,model,0.12264150943396226,0.02830188679245283,0.04716981132075472,0.12264150943396226,0.0,0.330188679245283,0.1792452830188679,0.09433962264150944,0.02830188679245283,0.04716981132075472
B000Q9KPB4,display case,0.21428571428571427,0.031746031746031744,0.05555555555555555,0.03968253968253968,0.015873015873015872,0.09523809523809523,0.2619047619047619,0.21428571428571427,0.015873015873015872,0.05555555555555555
B000Q9KPB4,look,0.10869565217391304,0.021739130434782608,0.13043478260869565,0.15217391304347827,0.06521739130434782,0.17391304347826086,0.13043478260869565,0.10869565217391304,0.021739130434782608,0.08695652173913043
B000Q9KPB4,perfect,0.08955223880597014,0.0,0.19402985074626866,0.1791044776119403,0.0,0.208955223880597,0.08955223880597014,0.08955223880597014,0.0,0.14925373134328357
B000Q9KPB4,quality,0.10256410256410256,0.02564102564102564,0.07692307692307693,0.15384615384615385,0.05128205128205128,0.20512820512820512,0.15384615384615385,0.1282051282051282,0.02564102564102564,0.07692307692307693
