asin,aspect,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy
B00005LBZO,year,0.013157894736842105,0.017543859649122806,0.0807017543859649,0.09912280701754386,0.048245614035087724,0.1429824561403509,0.10964912280701752,0.013157894736842105,0.02631578947368421,0.0807017543859649
B00005LBZO,car,0.08226495726495726,0.027777777777777776,0.05046296296296296,0.07788461538461539,0.04861111111111111,0.231445868945869,0.10576923076923077,0.008547008547008548,0.0,0.08945868945868947
B00005LBZO,kid,0.027777777777777776,0.07777777777777777,0.07444444444444445,0.10222222222222224,0.029999999999999995,0.31888888888888883,0.06666666666666667,0.03333333333333333,0.02777777777777778,0.041111111111111105
B00005LBZO,son,0.018181818181818184,0.048484848484848485,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.12424242424242422,0.2606060606060606,0.06363636363636363,0.0,0.07575757575757575
B00005LBZO,toy,0.0,0.0,0.2222222222222222,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.0,0.027777777777777776
B00005LBZO,time,0.0,0.027777777777777776,0.5537037037037038,0.027777777777777776,0.05,0.1611111111111111,0.06481481481481481,0.037037037037037035,0.0,0.07777777777777778
B00005LBZO,bike,0.0,0.05,0.05,0.0,0.0,0.25,0.15,0.1,0.0,0.0
B00005LBZO,pedal,0.0,0.3125,0.0625,0.0,0.0,0.3125,0.0625,0.0,0.0,0.0
B00005LBZO,child,0.0,0.0,0.08666666666666666,0.15333333333333335,0.05333333333333333,0.21333333333333332,0.1,0.03333333333333333,0.03333333333333333,0.12666666666666665
B00005LBZO,seat,0.05,0.13333333333333333,0.05,0.2,0.0,0.1,0.35,0.11666666666666665,0.0,0.0
B000GPLT68,car,0.025153793574846203,0.013290802764486975,0.0842314118629908,0.08280549859497228,0.04365079365079365,0.20575301891091366,0.028237259816207186,0.012058555479608112,0.010366826156299839,0.09094326725905673
B000GPLT68,son,0.024586776859504132,0.04731404958677687,0.16356749311294766,0.06318870523415977,0.028409090909090908,0.13705234159779614,0.10977961432506887,0.009090909090909092,0.0,0.053374655647382925
B000GPLT68,wheel,0.044444444444444446,0.027777777777777776,0.054761904761904755,0.06547619047619047,0.033862433862433865,0.3202380952380952,0.1148148148148148,0.044444444444444446,0.04259259259259259,0.08492063492063491
B000GPLT68,time,0.014285714285714285,0.01241830065359477,0.6204948646125116,0.02054154995331466,0.04554154995331466,0.09806255835667599,0.028174603174603175,0.010084033613445379,0.01241830065359477,0.07915499533146592
B000GPLT68,quality,0.0,0.0,0.13952380952380952,0.08396825396825397,0.022857142857142857,0.26015873015873014,0.0,0.0,0.0,0.09349206349206349
