asin,aspect,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy
B00005LBZO,product,0.04487179487179487,0.015151515151515152,0.08813131313131313,0.08793706293706295,0.026515151515151516,0.2777583527583527,0.05769230769230769,0.004662004662004662,0.0,0.06394716394716395
B00005LBZO,product_recipient,0.018686868686868686,0.051515151515151514,0.10883838383838383,0.10378787878787879,0.033080808080808086,0.22500000000000003,0.12222222222222222,0.036363636363636355,0.012626262626262626,0.07575757575757576
B00005LBZO,quality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00005LBZO,battery,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
B00005LBZO,price,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.2
B00005LBZO,box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00005LBZO,color,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00005LBZO,speed,0.24038461538461542,0.0,0.125,0.038461538461538464,0.25,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.038461538461538464
B00005LBZO,controller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000GPLT68,product,0.03329503144317959,0.026593091407906222,0.08838918283362729,0.0887730924767962,0.04038800705467373,0.2159451659451659,0.036537330981775425,0.022845295993444144,0.016716548198029677,0.08483824131972281
B000GPLT68,product_recipient,0.01680960548885077,0.026243567753001715,0.11380789022298457,0.03487707261292167,0.03160377358490566,0.19887078330474559,0.07104059462550029,0.010377358490566039,0.0018867924528301887,0.09825614636935391
B000GPLT68,quality,0.0,0.0,0.13952380952380952,0.08396825396825397,0.022857142857142857,0.26015873015873014,0.0,0.0,0.0,0.09349206349206349
B000GPLT68,battery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000GPLT68,price,0.022727272727272728,0.022727272727272728,0.0,0.045454545454545456,0.0,0.09090909090909091,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728
B000GPLT68,box,0.1,0.0,0.04,0.04,0.04,0.24,0.1,0.0,0.0,0.04
B000GPLT68,color,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
B000GPLT68,speed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000GPLT68,controller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000Q9KPB4,product,0.06024669774669775,0.024053724053724055,0.0588786213786214,0.07426323676323679,0.015796703296703296,0.2284507159507159,0.1460830835830836,0.07168803418803418,0.013476800976800977,0.06347263847263848
B000Q9KPB4,product_recipient,0.022727272727272728,0.0,0.13257575757575757,0.09090909090909091,0.022727272727272728,0.26136363636363635,0.022727272727272728,0.041666666666666664,0.041666666666666664,0.11363636363636363
B000Q9KPB4,quality,0.07976190476190474,0.017857142857142856,0.04642857142857143,0.12023809523809523,0.028571428571428574,0.20952380952380958,0.12142857142857141,0.0976190476190476,0.017857142857142856,0.04642857142857143
B000Q9KPB4,battery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000Q9KPB4,price,0.03125,0.0,0.05625,0.025,0.025,0.275,0.03125,0.03125,0.0,0.025
B000Q9KPB4,box,0.09259259259259259,0.027777777777777776,0.18518518518518517,0.09259259259259259,0.0,0.2777777777777778,0.12962962962962962,0.12962962962962962,0.06481481481481481,0.0
B000Q9KPB4,color,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0
B000Q9KPB4,speed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B000Q9KPB4,controller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B002AKKO6S,product,0.025,0.014285714285714285,0.039285714285714285,0.014285714285714285,0.047619047619047616,0.21428571428571427,0.08333333333333333,0.047619047619047616,0.0,0.014285714285714285
B002AKKO6S,product_recipient,0.018214285714285714,0.002857142857142857,0.09578571428571428,0.06016666666666667,0.05076190476190476,0.3455952380952382,0.053571428571428575,0.015357142857142856,0.002857142857142857,0.1948333333333333
B002AKKO6S,quality,0.03571428571428571,0.0,0.1384920634920635,0.15575396825396828,0.05972222222222222,0.29642857142857143,0.12142857142857143,0.014285714285714287,0.0,0.10674603174603174
B002AKKO6S,battery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B002AKKO6S,price,0.018181818181818184,0.026446280991735537,0.1256198347107438,0.04986225895316805,0.03471074380165289,0.3362258953168044,0.13939393939393938,0.0303030303030303,0.0,0.05743801652892562
B002AKKO6S,box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B002AKKO6S,color,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
B002AKKO6S,speed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B002AKKO6S,controller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B004KU83C8,product,0.02204301075268817,0.008602150537634409,0.10669975186104219,0.07659222497932176,0.026468155500413565,0.18684863523573203,0.09710504549214226,0.01935483870967742,0.008602150537634409,0.06058726220016543
B004KU83C8,product_recipient,0.0026881720430107525,0.016129032258064516,0.10066170388751033,0.05281224152191894,0.02721257237386269,0.2446650124069479,0.029363110008271295,0.0064516129032258064,0.0,0.10066170388751033
B004KU83C8,quality,0.0,0.05555555555555555,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.07977207977207977,0.10113960113960113,0.0,0.0,0.05413105413105413
B004KU83C8,battery,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
B004KU83C8,price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B004KU83C8,box,0.05555555555555555,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.05555555555555555,0.0,0.0
B004KU83C8,color,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B004KU83C8,speed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B004KU83C8,controller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B004LH01ZW,product,0.017241379310344827,0.053489326765188826,0.08657635467980296,0.09724958949096879,0.0816502463054187,0.21621510673234814,0.06703612479474548,0.01982758620689655,0.011822660098522168,0.10751231527093597
B004LH01ZW,product_recipient,0.021165603402445506,0.03466526163894584,0.09830162527530949,0.20412014885699092,0.08197767145135566,0.2094127363864206,0.08394091288828132,0.04317137540821751,0.014463241436925647,0.11787233234601657
B004LH01ZW,quality,0.08333333333333333,0.0,0.1125,0.13333333333333333,0.05,0.175,0.20833333333333331,0.125,0.0,0.1125
B004LH01ZW,battery,0.010416666666666666,0.23511904761904764,0.020833333333333332,0.10267857142857142,0.03125,0.10416666666666667,0.23511904761904764,0.010416666666666666,0.0,0.0
