B00005LBZO,product,product_recipient,year,time,highly,condition,pedal,fun,bike,everyone
B000GPLT68,product,product_recipient,love,easy,great,quality,gift,time,wheel,race car
B000Q9KPB4,product,model,display case,look,perfect,quality,fit,one,nice,price
B002AKKO6S,sound,product_recipient,great,string,product,quality,one,price,tune,great guitar
B004KU83C8,product_recipient,product,great,set,quality,excellent,fun,play,awesome,brio train
B004LH01ZW,product_recipient,product,work,battery,light,fun,wheel,review,great,gift
B006RKH1I6,product,product_recipient,love,great,quality,transformer,show,play,great toy,arm
B006RKBK0Q,product,product_recipient,love,quality,arm,show,great,time,amazon,play
B006RKFHBY,product,product_recipient,love,quality,year,play,robocar poli,great,transformer,arm
B00AM9SZWO,product,product_recipient,bong,great,bong bong,carry,quality,cute,lot,favorite
B00APTT9SU,product_recipient,love,product,great,quality,size,time,rogi,play,month
B00E849LS6,product,great,perfect,look,product_recipient,price,wheel,hot wheels,hot,display case
B00J97X2YG,product,window,fan,work,great,hot,rubber,sun,vehicle,day
B00JPTG45C,tool,product,great,work,wheel,straight,derby,use,nail,pinewood derby
B00KFBS5QA,product,product_recipient,great,loved it,son loved,..,quality,communication,seller,came
B00KS6ADQW,great,product,love,awesome,collection,paint,product_recipient,nice,job,detail
B00S4RM1XK,cute,love,product_recipient,great,super,soft,gift,color,bought,beanie boo
B00TSV67XG,great,easy,sturdy,cute,product,perfect,quality,look,nice,super
B00TWG57CY,product,product_recipient,great,bruder,quality,one,back,play,light,part
B00V8LIPFW,product,product_recipient,great,bruder,quality,year,light,one,back,play
B0155MEP1C,product,great,product_recipient,fast,one,fun,price,speed,time,day
B0155MVMFO,product,product_recipient,rc,great,rc car,time,fun,plastic,price,year
B015SKSQUW,easy,product,look,product_recipient,super,costume,wa,day,review,skin
B0162HF12Q,product,great,product_recipient,this car,n't,fun,day,time,drive,rc car
B016YXI7YC,great,product,one,time,battery,flight,quad,motor,fun,review
B017AYXV9U,product,truck,fun,great,product_recipient,time,part,speed,gift,price
B018VW1X4U,product,product_recipient,great,nice,quality,gift,..,seller,door,battery
B01B55BPDY,product,product_recipient,build,k'nex,fun,piece,motor,kit,help,great
B01CA4R218,product,product_recipient,love,quality,nice,great,awesome,door,came,thank
B01CWSRW62,product,product_recipient,fun,wa,battery,great,christmas,money,was fun,waste
